"date","close"
2014-01-02,182.919998168945
2014-01-03,182.889999389648
2014-01-04,182.889999389648
2014-01-05,182.889999389648
2014-01-06,182.360000610352
2014-01-07,183.479995727539
2014-01-08,183.520004272461
2014-01-09,183.639999389648
2014-01-10,184.139999389648
2014-01-11,184.139999389648
2014-01-12,184.139999389648
2014-01-13,181.690002441406
2014-01-14,183.669998168945
2014-01-15,184.660003662109
2014-01-16,184.419998168945
2014-01-17,183.639999389648
2014-01-18,183.639999389648
2014-01-19,183.639999389648
2014-01-20,183.639999389648
2014-01-21,184.179992675781
2014-01-22,184.300003051758
2014-01-23,182.789993286133
2014-01-24,178.889999389648
2014-01-25,178.889999389648
2014-01-26,178.889999389648
2014-01-27,178.009994506836
2014-01-28,179.070007324219
2014-01-29,177.350006103516
2014-01-30,179.229995727539
2014-01-31,178.179992675781
2014-02-01,178.179992675781
2014-02-02,178.179992675781
2014-02-03,174.169998168945
2014-02-04,175.389999389648
2014-02-05,175.169998168945
2014-02-06,177.479995727539
2014-02-07,179.679992675781
2014-02-08,179.679992675781
2014-02-09,179.679992675781
2014-02-10,180.009994506836
2014-02-11,181.979995727539
2014-02-12,182.070007324219
2014-02-13,183.009994506836
2014-02-14,184.020004272461
2014-02-15,184.020004272461
2014-02-16,184.020004272461
2014-02-17,184.020004272461
2014-02-18,184.240005493164
2014-02-19,183.020004272461
2014-02-20,184.100006103516
2014-02-21,183.889999389648
2014-02-22,183.889999389648
2014-02-23,183.889999389648
2014-02-24,184.910003662109
2014-02-25,184.839996337891
2014-02-26,184.850006103516
2014-02-27,185.820007324219
2014-02-28,186.289993286133
2014-03-01,186.289993286133
2014-03-02,186.289993286133
2014-03-03,184.979995727539
2014-03-04,187.580001831055
2014-03-05,187.75
2014-03-06,188.179992675781
2014-03-07,188.259994506836
2014-03-08,188.259994506836
2014-03-09,188.259994506836
2014-03-10,188.160003662109
2014-03-11,187.229995727539
2014-03-12,187.279998779297
2014-03-13,185.179992675781
2014-03-14,184.660003662109
2014-03-15,184.660003662109
2014-03-16,184.660003662109
2014-03-17,186.330001831055
2014-03-18,187.660003662109
2014-03-19,186.660003662109
2014-03-20,187.75
2014-03-21,186.199996948242
2014-03-22,186.199996948242
2014-03-23,186.199996948242
2014-03-24,185.429992675781
2014-03-25,186.309997558594
2014-03-26,184.970001220703
2014-03-27,184.580001831055
2014-03-28,185.490005493164
2014-03-29,185.490005493164
2014-03-30,185.490005493164
2014-03-31,187.009994506836
2014-04-01,188.25
2014-04-02,188.880004882812
2014-04-03,188.630004882812
2014-04-04,186.399993896484
2014-04-05,186.399993896484
2014-04-06,186.399993896484
2014-04-07,184.339996337891
2014-04-08,185.100006103516
2014-04-09,187.089996337891
2014-04-10,183.160003662109
2014-04-11,181.509994506836
2014-04-12,181.509994506836
2014-04-13,181.509994506836
2014-04-14,182.940002441406
2014-04-15,184.199996948242
2014-04-16,186.130004882812
2014-04-17,186.389999389648
2014-04-18,186.389999389648
2014-04-19,186.389999389648
2014-04-20,186.389999389648
2014-04-21,187.039993286133
2014-04-22,187.889999389648
2014-04-23,187.449996948242
2014-04-24,187.830001831055
2014-04-25,186.289993286133
2014-04-26,186.289993286133
2014-04-27,186.289993286133
2014-04-28,186.880004882812
2014-04-29,187.75
2014-04-30,188.309997558594
2014-05-01,188.330001831055
2014-05-02,188.059997558594
2014-05-03,188.059997558594
2014-05-04,188.059997558594
2014-05-05,188.419998168945
2014-05-06,186.779998779297
2014-05-07,187.880004882812
2014-05-08,187.679992675781
2014-05-09,187.960006713867
2014-05-10,187.960006713867
2014-05-11,187.960006713867
2014-05-12,189.789993286133
2014-05-13,189.960006713867
2014-05-14,189.059997558594
2014-05-15,187.399993896484
2014-05-16,188.050003051758
2014-05-17,188.050003051758
2014-05-18,188.050003051758
2014-05-19,188.740005493164
2014-05-20,187.550003051758
2014-05-21,189.130004882812
2014-05-22,189.589996337891
2014-05-23,190.350006103516
2014-05-24,190.350006103516
2014-05-25,190.350006103516
2014-05-26,190.350006103516
2014-05-27,191.520004272461
2014-05-28,191.380004882812
2014-05-29,192.369995117188
2014-05-30,192.679992675781
2014-05-31,192.679992675781
2014-06-01,192.679992675781
2014-06-02,192.899993896484
2014-06-03,192.800003051758
2014-06-04,193.190002441406
2014-06-05,194.449996948242
2014-06-06,195.380004882812
2014-06-07,195.380004882812
2014-06-08,195.380004882812
2014-06-09,195.580001831055
2014-06-10,195.600006103516
2014-06-11,194.919998168945
2014-06-12,193.539993286133
2014-06-13,194.130004882812
2014-06-14,194.130004882812
2014-06-15,194.130004882812
2014-06-16,194.289993286133
2014-06-17,194.830001831055
2014-06-18,196.259994506836
2014-06-19,196.479995727539
2014-06-20,195.940002441406
2014-06-21,195.940002441406
2014-06-22,195.940002441406
2014-06-23,195.880004882812
2014-06-24,194.699996948242
2014-06-25,195.580001831055
2014-06-26,195.440002441406
2014-06-27,195.820007324219
2014-06-28,195.820007324219
2014-06-29,195.820007324219
2014-06-30,195.720001220703
2014-07-01,197.029998779297
2014-07-02,197.229995727539
2014-07-03,198.199996948242
2014-07-04,198.199996948242
2014-07-05,198.199996948242
2014-07-06,198.199996948242
2014-07-07,197.509994506836
2014-07-08,196.240005493164
2014-07-09,197.119995117188
2014-07-10,196.339996337891
2014-07-11,196.610000610352
2014-07-12,196.610000610352
2014-07-13,196.610000610352
2014-07-14,197.600006103516
2014-07-15,197.229995727539
2014-07-16,197.960006713867
2014-07-17,195.710006713867
