"date","close"
2014-01-02,1225
2014-01-03,1238.40002441406
2014-01-04,1238.40002441406
2014-01-05,1238.40002441406
2014-01-06,1237.80004882812
2014-01-07,1229.40002441406
2014-01-08,1225.30004882812
2014-01-09,1229.30004882812
2014-01-10,1246.69995117188
2014-01-11,1246.69995117188
2014-01-12,1246.69995117188
2014-01-13,1250.90002441406
2014-01-14,1245.19995117188
2014-01-15,1238.09997558594
2014-01-16,1240
2014-01-17,1251.69995117188
2014-01-18,1251.69995117188
2014-01-19,1251.69995117188
2014-01-20,1251.69995117188
2014-01-21,1242.30004882812
2014-01-22,1239
2014-01-23,1262.59997558594
2014-01-24,1264.5
2014-01-25,1264.5
2014-01-26,1264.5
2014-01-27,1263.59997558594
2014-01-28,1251
2014-01-29,1262.19995117188
2014-01-30,1242.19995117188
2014-01-31,1240.09997558594
2014-02-01,1240.09997558594
2014-02-02,1240.09997558594
2014-02-03,1260.40002441406
2014-02-04,1251.69995117188
2014-02-05,1257.30004882812
2014-02-06,1257.59997558594
2014-02-07,1263.30004882812
2014-02-08,1263.30004882812
2014-02-09,1263.30004882812
2014-02-10,1274.80004882812
2014-02-11,1290.09997558594
2014-02-12,1295.30004882812
2014-02-13,1300.40002441406
2014-02-14,1319
2014-02-15,1319
2014-02-16,1319
2014-02-17,1319
2014-02-18,1324.69995117188
2014-02-19,1320.59997558594
2014-02-20,1317.09997558594
2014-02-21,1323.90002441406
2014-02-22,1323.90002441406
2014-02-23,1323.90002441406
2014-02-24,1338.30004882812
2014-02-25,1343
2014-02-26,1328.19995117188
2014-02-27,1331.59997558594
2014-02-28,1321.40002441406
2014-03-01,1321.40002441406
2014-03-02,1321.40002441406
2014-03-03,1350.09997558594
2014-03-04,1337.80004882812
2014-03-05,1340.19995117188
2014-03-06,1351.69995117188
2014-03-07,1338.09997558594
2014-03-08,1338.09997558594
2014-03-09,1338.09997558594
2014-03-10,1341.40002441406
2014-03-11,1346.5
2014-03-12,1370.30004882812
2014-03-13,1372.19995117188
2014-03-14,1379
2014-03-15,1379
2014-03-16,1379
2014-03-17,1372.90002441406
2014-03-18,1359
2014-03-19,1341.40002441406
2014-03-20,1330.5
2014-03-21,1336
2014-03-22,1336
2014-03-23,1336
2014-03-24,1311.19995117188
2014-03-25,1311.40002441406
2014-03-26,1303.40002441406
2014-03-27,1294.69995117188
2014-03-28,1293.80004882812
2014-03-29,1293.80004882812
2014-03-30,1293.80004882812
2014-03-31,1283.40002441406
2014-04-01,1279.59997558594
2014-04-02,1290.5
2014-04-03,1284.40002441406
2014-04-04,1303.19995117188
2014-04-05,1303.19995117188
2014-04-06,1303.19995117188
2014-04-07,1298
2014-04-08,1308.69995117188
2014-04-09,1305.5
2014-04-10,1320.09997558594
2014-04-11,1318.69995117188
2014-04-12,1318.69995117188
2014-04-13,1318.69995117188
2014-04-14,1327.19995117188
2014-04-15,1300
2014-04-16,1303.09997558594
2014-04-17,1293.40002441406
2014-04-18,1293.40002441406
2014-04-19,1293.40002441406
2014-04-20,1293.40002441406
2014-04-21,1288
2014-04-22,1280.59997558594
2014-04-23,1284.19995117188
2014-04-24,1290.5
2014-04-25,1300.69995117188
2014-04-26,1300.69995117188
2014-04-27,1300.69995117188
2014-04-28,1298.90002441406
2014-04-29,1296
2014-04-30,1295.59997558594
2014-05-01,1283.09997558594
2014-05-02,1302.59997558594
2014-05-03,1302.59997558594
