Date,"4 WEEKS BANK DISCOUNT","4 WEEKS COUPON EQUIVALENT","13 WEEKS BANK DISCOUNT","13 WEEKS COUPON EQUIVALENT","26 WEEKS BANK DISCOUNT","26 WEEKS COUPON EQUIVALENT","52 WEEKS BANK DISCOUNT","52 WEEKS COUPON EQUIVALENT"
08/12/2015,0.06,0.06,0.10,0.10,0.22,0.22,0.35,0.36
08/11/2015,0.06,0.06,0.10,0.10,0.23,0.23,0.35,0.36
08/10/2015,0.02,0.02,0.12,0.12,0.24,0.24,0.37,0.38
08/07/2015,0.03,0.03,0.06,0.06,0.22,0.22,0.36,0.37
08/06/2015,0.04,0.04,0.04,0.04,0.19,0.19,0.33,0.34
08/05/2015,0.05,0.05,0.08,0.08,0.19,0.19,0.36,0.37
08/04/2015,0.05,0.05,0.08,0.08,0.18,0.18,0.35,0.36
08/03/2015,0.02,0.02,0.08,0.08,0.17,0.17,0.31,0.32
07/31/2015,0.04,0.04,0.08,0.08,0.14,0.14,0.31,0.32
07/30/2015,0.05,0.05,0.07,0.07,0.15,0.15,0.34,0.35
07/29/2015,0.05,0.05,0.06,0.06,0.14,0.14,0.32,0.33
07/28/2015,0.05,0.05,0.05,0.05,0.14,0.14,0.31,0.32
07/27/2015,0.04,0.04,0.05,0.05,0.15,0.15,0.31,0.32
07/24/2015,0.04,0.04,0.04,0.04,0.13,0.13,0.31,0.32
07/23/2015,0.04,0.04,0.03,0.03,0.13,0.13,0.32,0.33
07/22/2015,0.04,0.04,0.04,0.04,0.13,0.13,0.33,0.34
07/21/2015,0.04,0.04,0.03,0.03,0.13,0.13,0.33,0.34
07/20/2015,0.03,0.03,0.04,0.04,0.14,0.14,0.28,0.29
07/17/2015,0.03,0.03,0.03,0.03,0.11,0.11,0.26,0.26
07/16/2015,0.03,0.03,0.02,0.02,0.10,0.10,0.26,0.26
07/15/2015,0.03,0.03,0.02,0.02,0.11,0.11,0.25,0.25
07/14/2015,0.03,0.03,0.01,0.01,0.10,0.10,0.24,0.24
07/13/2015,0.02,0.02,0.02,0.02,0.10,0.10,0.25,0.25
07/10/2015,0.01,0.01,0.01,0.01,0.09,0.09,0.26,0.26
07/09/2015,0.02,0.02,0.03,0.03,0.08,0.08,0.23,0.23
07/08/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.22,0.22
07/07/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.23,0.23
07/06/2015,0.01,0.01,0.02,0.02,0.09,0.09,0.24,0.24
07/02/2015,0.01,0.01,0.01,0.01,0.10,0.10,0.25,0.25
07/01/2015,0.01,0.01,0.01,0.01,0.13,0.13,0.27,0.28
06/30/2015,0.02,0.02,0.01,0.01,0.11,0.11,0.27,0.28
06/29/2015,-0.01,-0.01,0.02,0.02,0.11,0.11,0.26,0.26
06/26/2015,0.00,0.00,0.01,0.01,0.08,0.08,0.28,0.29
06/25/2015,-0.01,-0.01,0.01,0.01,0.07,0.07,0.28,0.29
06/24/2015,-0.01,-0.01,0.01,0.01,0.08,0.08,0.29,0.30
06/23/2015,-0.01,-0.01,0.01,0.01,0.09,0.09,0.29,0.30
06/22/2015,-0.02,-0.02,0.01,0.01,0.08,0.08,0.24,0.24
06/19/2015,-0.01,-0.01,0.01,0.01,0.05,0.05,0.22,0.22
06/18/2015,-0.01,-0.01,0.01,0.01,0.08,0.08,0.23,0.23
06/17/2015,0.00,0.00,0.01,0.01,0.10,0.10,0.24,0.24
06/16/2015,0.00,0.00,0.01,0.01,0.11,0.11,0.25,0.25
06/15/2015,0.00,0.00,0.02,0.02,0.11,0.11,0.25,0.25
06/12/2015,0.01,0.01,0.02,0.02,0.10,0.10,0.26,0.26
06/11/2015,0.01,0.01,0.01,0.01,0.10,0.10,0.26,0.26
06/10/2015,0.01,0.01,0.02,0.02,0.10,0.10,0.26,0.26
06/09/2015,0.01,0.01,0.02,0.02,0.08,0.08,0.25,0.25
06/08/2015,0.01,0.01,0.02,0.02,0.09,0.09,0.25,0.25
06/05/2015,0.02,0.02,0.03,0.03,0.08,0.08,0.27,0.28
06/04/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.26,0.26
06/03/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.25,0.25
06/02/2015,0.02,0.02,0.01,0.01,0.07,0.07,0.25,0.25
06/01/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.25,0.25
05/29/2015,0.01,0.01,0.01,0.01,0.06,0.06,0.25,0.25
05/28/2015,0.01,0.01,0.01,0.01,0.08,0.08,0.25,0.25
05/27/2015,0.02,0.02,0.01,0.01,0.09,0.09,0.26,0.26
05/26/2015,0.01,0.01,0.02,0.02,0.09,0.09,0.21,0.21
05/22/2015,0.01,0.01,0.02,0.02,0.08,0.08,0.20,0.20
05/21/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.19,0.19
05/20/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.20,0.20
05/19/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.20,0.20
05/18/2015,0.01,0.01,0.02,0.02,0.08,0.08,0.20,0.20
05/15/2015,0.02,0.02,0.02,0.02,0.09,0.09,0.21,0.21
05/14/2015,0.00,0.00,0.01,0.01,0.08,0.08,0.21,0.21
05/13/2015,0.02,0.02,0.02,0.02,0.09,0.09,0.22,0.22
05/12/2015,0.01,0.01,0.03,0.03,0.09,0.09,0.23,0.23
05/11/2015,0.02,0.02,0.02,0.02,0.09,0.09,0.23,0.23
05/08/2015,0.01,0.01,0.01,0.01,0.08,0.08,0.22,0.22
05/07/2015,0.01,0.01,0.01,0.01,0.08,0.08,0.23,0.23
05/06/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.24,0.24
05/05/2015,0.01,0.01,0.01,0.01,0.08,0.08,0.23,0.23
05/04/2015,0.01,0.01,0.02,0.02,0.08,0.08,0.24,0.24
05/01/2015,0.00,0.00,0.01,0.01,0.05,0.05,0.24,0.24
04/30/2015,-0.01,-0.01,0.01,0.01,0.06,0.06,0.23,0.23
04/29/2015,-0.02,-0.02,0.01,0.01,0.07,0.07,0.24,0.24
04/28/2015,-0.02,-0.02,0.02,0.02,0.09,0.09,0.24,0.24
04/27/2015,0.01,0.01,0.02,0.02,0.10,0.10,0.22,0.22
04/24/2015,0.03,0.03,0.03,0.03,0.10,0.10,0.22,0.22
04/23/2015,0.01,0.01,0.03,0.03,0.09,0.09,0.22,0.22
04/22/2015,0.01,0.01,0.03,0.03,0.10,0.10,0.21,0.21
04/21/2015,0.02,0.02,0.03,0.03,0.09,0.09,0.21,0.21
04/20/2015,0.03,0.03,0.03,0.03,0.10,0.10,0.22,0.22
04/17/2015,0.03,0.03,0.01,0.01,0.08,0.08,0.21,0.21
04/16/2015,0.03,0.03,0.02,0.02,0.08,0.08,0.20,0.20
04/15/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.21,0.21
04/14/2015,0.02,0.02,0.02,0.02,0.10,0.10,0.22,0.22
04/13/2015,0.02,0.02,0.03,0.03,0.11,0.11,0.22,0.22
04/10/2015,0.01,0.01,0.02,0.02,0.09,0.09,0.23,0.23
04/09/2015,0.02,0.02,0.03,0.03,0.10,0.10,0.21,0.21
04/08/2015,0.02,0.02,0.03,0.03,0.10,0.10,0.21,0.21
04/07/2015,0.02,0.02,0.02,0.02,0.10,0.10,0.21,0.21
04/06/2015,0.02,0.02,0.03,0.03,0.10,0.10,0.20,0.20
04/03/2015,0.04,0.04,0.02,0.02,0.10,0.10,0.20,0.20
04/02/2015,0.02,0.02,0.02,0.02,0.10,0.10,0.24,0.24
04/01/2015,0.02,0.02,0.03,0.03,0.12,0.12,0.26,0.26
03/31/2015,0.05,0.05,0.03,0.03,0.14,0.14,0.26,0.26
03/30/2015,0.02,0.02,0.04,0.04,0.14,0.14,0.24,0.24
03/27/2015,0.02,0.02,0.04,0.04,0.12,0.12,0.25,0.25
03/26/2015,0.02,0.02,0.03,0.03,0.13,0.13,0.26,0.26
03/25/2015,0.02,0.02,0.04,0.04,0.11,0.11,0.23,0.23
03/24/2015,0.03,0.03,0.02,0.02,0.11,0.11,0.22,0.22
03/23/2015,0.02,0.02,0.03,0.03,0.11,0.11,0.22,0.22
03/20/2015,0.00,0.00,0.01,0.01,0.11,0.11,0.22,0.22
03/19/2015,0.02,0.02,0.03,0.03,0.12,0.12,0.24,0.24
03/18/2015,0.02,0.02,0.03,0.03,0.12,0.12,0.21,0.21
03/17/2015,0.05,0.05,0.05,0.05,0.15,0.15,0.25,0.25
03/16/2015,0.02,0.02,0.05,0.05,0.15,0.15,0.24,0.24
03/13/2015,0.03,0.03,0.03,0.03,0.11,0.11,0.23,0.23
03/12/2015,0.03,0.03,0.03,0.03,0.10,0.10,0.23,0.23
03/11/2015,0.03,0.03,0.03,0.03,0.10,0.10,0.24,0.24
03/10/2015,0.03,0.03,0.02,0.02,0.10,0.10,0.24,0.24
03/09/2015,0.01,0.01,0.02,0.02,0.10,0.10,0.26,0.26
03/06/2015,0.02,0.02,0.01,0.01,0.08,0.08,0.26,0.26
03/05/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.24,0.24
03/04/2015,0.01,0.01,0.01,0.01,0.08,0.08,0.25,0.25
03/03/2015,0.01,0.01,0.02,0.02,0.08,0.08,0.26,0.26
03/02/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.19,0.19
02/27/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.19,0.19
02/26/2015,0.02,0.02,0.03,0.03,0.07,0.07,0.19,0.19
02/25/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.19,0.19
02/24/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.20,0.20
02/23/2015,0.01,0.01,0.02,0.02,0.08,0.08,0.20,0.20
02/20/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.21,0.21
02/19/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.21,0.21
02/18/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.21,0.21
02/17/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.23,0.23
02/13/2015,0.02,0.02,0.01,0.01,0.07,0.07,0.22,0.22
02/12/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.22,0.22
02/11/2015,0.02,0.02,0.01,0.01,0.07,0.07,0.23,0.23
02/10/2015,0.02,0.02,0.01,0.01,0.08,0.08,0.24,0.24
02/09/2015,0.02,0.02,0.01,0.01,0.08,0.08,0.23,0.23
02/06/2015,0.01,0.01,0.02,0.02,0.07,0.07,0.25,0.25
02/05/2015,0.02,0.02,0.02,0.02,0.06,0.06,0.20,0.20
02/04/2015,0.01,0.01,0.01,0.01,0.06,0.06,0.20,0.20
02/03/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.21,0.21
02/02/2015,0.01,0.01,0.02,0.02,0.07,0.07,0.15,0.15
01/30/2015,0.01,0.01,0.02,0.02,0.07,0.07,0.16,0.16
01/29/2015,0.01,0.01,0.03,0.03,0.07,0.07,0.15,0.15
01/28/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.15,0.15
01/27/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.15,0.15
01/26/2015,0.02,0.02,0.03,0.03,0.08,0.08,0.16,0.16
01/23/2015,0.02,0.02,0.02,0.02,0.07,0.07,0.16,0.16
01/22/2015,0.02,0.02,0.03,0.03,0.08,0.08,0.16,0.16
01/21/2015,0.01,0.01,0.03,0.03,0.08,0.08,0.16,0.16
01/20/2015,0.01,0.01,0.03,0.03,0.08,0.08,0.16,0.16
01/16/2015,0.02,0.02,0.03,0.03,0.07,0.07,0.16,0.16
01/15/2015,0.03,0.03,0.03,0.03,0.08,0.08,0.15,0.15
01/14/2015,0.02,0.02,0.04,0.04,0.09,0.09,0.17,0.17
01/13/2015,0.02,0.02,0.03,0.03,0.08,0.08,0.19,0.19
01/12/2015,0.02,0.02,0.03,0.03,0.09,0.09,0.18,0.18
01/09/2015,0.02,0.02,0.02,0.02,0.08,0.08,0.21,0.21
01/08/2015,0.01,0.01,0.03,0.03,0.08,0.08,0.23,0.23
01/07/2015,0.02,0.02,0.03,0.03,0.09,0.09,0.25,0.25
01/06/2015,0.02,0.02,0.03,0.03,0.10,0.10,0.25,0.25
01/05/2015,0.02,0.02,0.03,0.03,0.10,0.10,0.23,0.23
01/02/2015,0.02,0.02,0.02,0.02,0.11,0.11,0.22,0.22
