Date,"4 WEEKS BANK DISCOUNT","4 WEEKS COUPON EQUIVALENT","13 WEEKS BANK DISCOUNT","13 WEEKS COUPON EQUIVALENT","26 WEEKS BANK DISCOUNT","26 WEEKS COUPON EQUIVALENT","52 WEEKS BANK DISCOUNT","52 WEEKS COUPON EQUIVALENT"
11/06/2014,0.04,0.04,0.03,0.03,0.06,0.06,0.11,0.11
11/05/2014,0.04,0.04,0.03,0.03,0.07,0.07,0.09,0.09
11/04/2014,0.04,0.04,0.03,0.03,0.06,0.06,0.10,0.10
11/03/2014,0.03,0.03,0.02,0.02,0.07,0.07,0.10,0.10
10/31/2014,0.01,0.01,0.01,0.01,0.05,0.05,0.10,0.10
10/30/2014,0.01,0.01,0.01,0.01,0.06,0.06,0.10,0.10
10/29/2014,0.01,0.01,0.03,0.03,0.07,0.07,0.10,0.10
10/28/2014,0.02,0.02,0.02,0.02,0.05,0.05,0.10,0.10
10/27/2014,0.03,0.03,0.02,0.02,0.06,0.06,0.10,0.10
10/24/2014,0.02,0.02,0.01,0.01,0.06,0.06,0.10,0.10
10/23/2014,0.02,0.02,0.01,0.01,0.06,0.06,0.10,0.10
10/22/2014,0.04,0.04,0.02,0.02,0.06,0.06,0.11,0.11
10/21/2014,0.04,0.04,0.02,0.02,0.06,0.06,0.10,0.10
10/20/2014,0.03,0.03,0.02,0.02,0.06,0.06,0.10,0.10
10/17/2014,0.03,0.03,0.02,0.02,0.05,0.05,0.11,0.11
10/16/2014,0.04,0.04,0.03,0.03,0.05,0.05,0.10,0.10
10/15/2014,0.02,0.02,0.02,0.02,0.05,0.05,0.10,0.10
10/14/2014,0.03,0.03,0.02,0.02,0.04,0.04,0.08,0.08
10/10/2014,0.02,0.02,0.01,0.01,0.04,0.04,0.09,0.09
10/09/2014,0.02,0.02,0.01,0.01,0.05,0.05,0.09,0.09
10/08/2014,0.01,0.01,0.01,0.01,0.05,0.05,0.09,0.09
10/07/2014,0.02,0.02,0.02,0.02,0.04,0.04,0.09,0.09
10/06/2014,0.01,0.01,0.02,0.02,0.05,0.05,0.10,0.10
10/03/2014,0.01,0.01,0.01,0.01,0.03,0.03,0.09,0.09
10/02/2014,0.01,0.01,0.01,0.01,0.03,0.03,0.09,0.09
10/01/2014,0.01,0.01,0.02,0.02,0.04,0.04,0.09,0.09
09/30/2014,0.02,0.02,0.02,0.02,0.03,0.03,0.11,0.11
09/29/2014,0.01,0.01,0.02,0.02,0.05,0.05,0.10,0.10
09/26/2014,0.01,0.01,0.01,0.01,0.03,0.03,0.10,0.10
09/25/2014,0.00,0.00,0.01,0.01,0.03,0.03,0.09,0.09
09/24/2014,0.01,0.01,0.02,0.02,0.03,0.03,0.10,0.10
09/23/2014,0.01,0.01,0.01,0.01,0.04,0.04,0.10,0.10
09/22/2014,0.00,0.00,0.01,0.01,0.04,0.04,0.10,0.10
09/19/2014,0.01,0.01,0.02,0.02,0.04,0.04,0.11,0.11
09/18/2014,0.01,0.01,0.02,0.02,0.04,0.04,0.12,0.12
09/17/2014,0.01,0.01,0.02,0.02,0.05,0.05,0.12,0.12
09/16/2014,0.01,0.01,0.02,0.02,0.04,0.04,0.13,0.13
09/15/2014,0.01,0.01,0.02,0.02,0.05,0.05,0.10,0.10
09/12/2014,0.01,0.01,0.02,0.02,0.05,0.05,0.10,0.10
09/11/2014,0.01,0.01,0.02,0.02,0.05,0.05,0.09,0.09
09/10/2014,0.01,0.01,0.02,0.02,0.05,0.05,0.09,0.09
09/09/2014,0.01,0.01,0.02,0.02,0.05,0.05,0.10,0.10
09/08/2014,0.01,0.01,0.02,0.02,0.05,0.05,0.09,0.09
09/05/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.09,0.09
09/04/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.09,0.09
09/03/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.10,0.10
09/02/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.09,0.09
08/29/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.09,0.09
08/28/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.10,0.10
08/27/2014,0.02,0.02,0.04,0.04,0.05,0.05,0.10,0.10
08/26/2014,0.04,0.04,0.03,0.03,0.05,0.05,0.11,0.11
08/25/2014,0.02,0.02,0.04,0.04,0.05,0.05,0.10,0.10
08/22/2014,0.04,0.04,0.03,0.03,0.06,0.06,0.10,0.10
08/21/2014,0.03,0.03,0.02,0.02,0.06,0.06,0.10,0.10
08/20/2014,0.04,0.04,0.04,0.04,0.06,0.06,0.12,0.12
08/19/2014,0.04,0.04,0.03,0.03,0.05,0.05,0.11,0.11
08/18/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.09,0.09
08/15/2014,0.03,0.03,0.03,0.03,0.05,0.05,0.08,0.08
08/14/2014,0.04,0.04,0.04,0.04,0.06,0.06,0.09,0.09
08/13/2014,0.04,0.04,0.04,0.04,0.06,0.06,0.09,0.09
08/12/2014,0.05,0.05,0.03,0.03,0.05,0.05,0.09,0.09
08/11/2014,0.03,0.03,0.04,0.04,0.05,0.05,0.09,0.09
08/08/2014,0.03,0.03,0.03,0.03,0.05,0.05,0.09,0.09
08/07/2014,0.03,0.03,0.03,0.03,0.04,0.04,0.10,0.10
08/06/2014,0.03,0.03,0.03,0.03,0.05,0.05,0.10,0.10
08/05/2014,0.03,0.03,0.03,0.03,0.05,0.05,0.11,0.11
08/04/2014,0.02,0.02,0.04,0.04,0.06,0.06,0.11,0.11
08/01/2014,0.01,0.01,0.03,0.03,0.05,0.05,0.12,0.12
07/31/2014,0.01,0.01,0.03,0.03,0.05,0.05,0.11,0.11
07/30/2014,0.03,0.03,0.04,0.04,0.06,0.06,0.12,0.12
07/29/2014,0.03,0.03,0.02,0.02,0.06,0.06,0.11,0.11
07/28/2014,0.03,0.03,0.04,0.04,0.06,0.06,0.11,0.11
07/25/2014,0.03,0.03,0.03,0.03,0.06,0.06,0.11,0.11
07/24/2014,0.04,0.04,0.03,0.03,0.06,0.06,0.11,0.11
07/23/2014,0.03,0.03,0.03,0.03,0.05,0.05,0.11,0.11
07/22/2014,0.03,0.03,0.03,0.03,0.07,0.07,0.11,0.11
07/21/2014,0.02,0.02,0.03,0.03,0.06,0.06,0.09,0.09
07/18/2014,0.03,0.03,0.02,0.02,0.05,0.05,0.08,0.08
07/17/2014,0.02,0.02,0.02,0.02,0.06,0.06,0.09,0.09
07/16/2014,0.02,0.02,0.02,0.02,0.06,0.06,0.10,0.10
07/15/2014,0.02,0.02,0.02,0.02,0.06,0.06,0.10,0.10
07/14/2014,0.02,0.02,0.03,0.03,0.06,0.06,0.10,0.10
07/11/2014,0.02,0.02,0.02,0.02,0.07,0.07,0.10,0.10
07/10/2014,0.02,0.02,0.02,0.02,0.06,0.06,0.09,0.09
07/09/2014,0.03,0.03,0.03,0.03,0.06,0.06,0.10,0.10
07/08/2014,0.02,0.02,0.03,0.03,0.06,0.06,0.10,0.10
07/07/2014,0.02,0.02,0.04,0.04,0.06,0.06,0.11,0.11
07/03/2014,0.01,0.01,0.01,0.01,0.06,0.06,0.10,0.10
07/02/2014,0.02,0.02,0.02,0.02,0.06,0.06,0.11,0.11
07/01/2014,0.03,0.03,0.02,0.02,0.06,0.06,0.10,0.10
06/30/2014,0.02,0.02,0.04,0.04,0.07,0.07,0.11,0.11
06/27/2014,0.02,0.02,0.03,0.03,0.06,0.06,0.10,0.10
06/26/2014,0.01,0.01,0.04,0.04,0.06,0.06,0.11,0.11
06/25/2014,0.01,0.01,0.03,0.03,0.05,0.05,0.11,0.11
06/24/2014,0.01,0.01,0.03,0.03,0.06,0.06,0.12,0.12
06/23/2014,0.02,0.02,0.03,0.03,0.06,0.06,0.08,0.08
06/20/2014,0.01,0.01,0.02,0.02,0.04,0.04,0.08,0.08
06/19/2014,0.01,0.01,0.02,0.02,0.05,0.05,0.08,0.08
06/18/2014,0.03,0.03,0.03,0.03,0.06,0.06,0.09,0.09
06/17/2014,0.03,0.03,0.04,0.04,0.07,0.07,0.10,0.10
06/16/2014,0.03,0.03,0.04,0.04,0.07,0.07,0.10,0.10
06/13/2014,0.02,0.02,0.04,0.04,0.07,0.07,0.10,0.10
06/12/2014,0.02,0.02,0.04,0.04,0.07,0.07,0.09,0.09
06/11/2014,0.03,0.03,0.04,0.04,0.06,0.06,0.10,0.10
06/10/2014,0.04,0.04,0.04,0.04,0.06,0.06,0.10,0.10
06/09/2014,0.03,0.03,0.04,0.04,0.06,0.06,0.10,0.10
06/06/2014,0.02,0.02,0.04,0.04,0.06,0.06,0.11,0.11
06/05/2014,0.03,0.03,0.04,0.04,0.06,0.06,0.10,0.10
06/04/2014,0.04,0.04,0.04,0.04,0.06,0.06,0.10,0.10
06/03/2014,0.04,0.04,0.04,0.04,0.06,0.06,0.10,0.10
06/02/2014,0.04,0.04,0.04,0.04,0.06,0.06,0.10,0.10
05/30/2014,0.05,0.05,0.04,0.04,0.06,0.06,0.10,0.10
05/29/2014,0.05,0.05,0.04,0.04,0.05,0.05,0.10,0.10
05/28/2014,0.04,0.04,0.04,0.04,0.05,0.05,0.10,0.10
05/27/2014,0.03,0.03,0.04,0.04,0.06,0.06,0.08,0.08
05/23/2014,0.04,0.04,0.04,0.04,0.05,0.05,0.09,0.09
05/22/2014,0.03,0.03,0.03,0.03,0.05,0.05,0.08,0.08
05/21/2014,0.04,0.04,0.04,0.04,0.06,0.06,0.08,0.08
05/20/2014,0.04,0.04,0.03,0.03,0.06,0.06,0.08,0.08
05/19/2014,0.01,0.01,0.03,0.03,0.05,0.05,0.08,0.08
05/16/2014,0.01,0.01,0.03,0.03,0.05,0.05,0.08,0.08
05/15/2014,0.01,0.01,0.03,0.03,0.05,0.05,0.08,0.08
05/14/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.09,0.09
05/13/2014,0.03,0.03,0.03,0.03,0.05,0.05,0.09,0.09
05/12/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.09,0.09
05/09/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.10,0.10
05/08/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.10,0.10
05/07/2014,0.03,0.03,0.03,0.03,0.05,0.05,0.10,0.10
05/06/2014,0.03,0.03,0.03,0.03,0.05,0.05,0.10,0.10
05/05/2014,0.01,0.01,0.03,0.03,0.05,0.05,0.11,0.11
05/02/2014,0.01,0.01,0.02,0.02,0.05,0.05,0.10,0.10
05/01/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.10,0.10
04/30/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.11,0.11
04/29/2014,0.02,0.02,0.02,0.02,0.05,0.05,0.11,0.11
04/28/2014,0.00,0.00,0.03,0.03,0.05,0.05,0.09,0.09
04/25/2014,0.01,0.01,0.03,0.03,0.04,0.04,0.10,0.10
04/24/2014,0.00,0.00,0.01,0.01,0.04,0.04,0.09,0.09
04/23/2014,0.02,0.02,0.02,0.02,0.05,0.05,0.10,0.10
04/22/2014,0.02,0.02,0.03,0.03,0.06,0.06,0.10,0.10
04/21/2014,0.02,0.02,0.04,0.04,0.06,0.06,0.10,0.10
04/17/2014,0.02,0.02,0.03,0.03,0.05,0.05,0.10,0.10
04/16/2014,0.03,0.03,0.04,0.04,0.05,0.05,0.10,0.10
04/15/2014,0.03,0.03,0.04,0.04,0.05,0.05,0.10,0.10
04/14/2014,0.03,0.03,0.04,0.04,0.06,0.06,0.10,0.10
04/11/2014,0.04,0.04,0.04,0.04,0.06,0.06,0.09,0.09
04/10/2014,0.03,0.03,0.04,0.04,0.06,0.06,0.09,0.09
04/09/2014,0.03,0.03,0.04,0.04,0.05,0.05,0.10,0.10
04/08/2014,0.04,0.04,0.03,0.03,0.06,0.06,0.11,0.11
04/07/2014,0.03,0.03,0.03,0.03,0.06,0.06,0.11,0.11
04/04/2014,0.03,0.03,0.03,0.03,0.05,0.05,0.11,0.11
04/03/2014,0.03,0.03,0.02,0.02,0.05,0.05,0.11,0.11
04/02/2014,0.02,0.02,0.02,0.02,0.06,0.06,0.12,0.12
04/01/2014,0.02,0.02,0.04,0.04,0.06,0.06,0.13,0.13
03/31/2014,0.03,0.03,0.05,0.05,0.07,0.07,0.12,0.12
03/28/2014,0.03,0.03,0.04,0.04,0.06,0.06,0.12,0.12
03/27/2014,0.02,0.02,0.04,0.04,0.06,0.06,0.11,0.11
03/26/2014,0.05,0.05,0.05,0.05,0.07,0.07,0.11,0.11
03/25/2014,0.05,0.05,0.05,0.05,0.08,0.08,0.12,0.12
03/24/2014,0.05,0.05,0.06,0.06,0.08,0.08,0.13,0.13
03/21/2014,0.05,0.05,0.06,0.06,0.08,0.08,0.13,0.13
03/20/2014,0.06,0.06,0.06,0.06,0.09,0.09,0.13,0.13
03/19/2014,0.07,0.07,0.06,0.06,0.09,0.09,0.14,0.14
03/18/2014,0.07,0.07,0.05,0.05,0.07,0.07,0.12,0.12
03/17/2014,0.05,0.05,0.06,0.06,0.08,0.08,0.12,0.12
03/14/2014,0.05,0.05,0.05,0.05,0.08,0.08,0.12,0.12
03/13/2014,0.06,0.06,0.05,0.05,0.08,0.08,0.12,0.12
03/12/2014,0.05,0.05,0.05,0.05,0.08,0.08,0.12,0.12
03/11/2014,0.06,0.06,0.05,0.05,0.08,0.08,0.13,0.13
03/10/2014,0.05,0.05,0.05,0.05,0.08,0.08,0.12,0.12
03/07/2014,0.06,0.06,0.06,0.06,0.09,0.09,0.13,0.13
03/06/2014,0.06,0.06,0.05,0.05,0.08,0.08,0.12,0.12
03/05/2014,0.06,0.06,0.06,0.06,0.09,0.09,0.13,0.13
03/04/2014,0.06,0.06,0.05,0.05,0.08,0.08,0.12,0.12
03/03/2014,0.04,0.04,0.05,0.05,0.08,0.08,0.11,0.11
02/28/2014,0.04,0.04,0.05,0.05,0.08,0.08,0.11,0.11
02/27/2014,0.04,0.04,0.04,0.04,0.07,0.07,0.10,0.10
02/26/2014,0.04,0.04,0.05,0.05,0.08,0.08,0.10,0.10
02/25/2014,0.04,0.04,0.05,0.05,0.08,0.08,0.10,0.10
02/24/2014,0.02,0.02,0.05,0.05,0.08,0.08,0.10,0.10
02/21/2014,0.02,0.02,0.05,0.05,0.08,0.08,0.11,0.11
02/20/2014,0.02,0.02,0.05,0.05,0.08,0.08,0.11,0.11
02/19/2014,0.04,0.04,0.06,0.06,0.09,0.09,0.10,0.10
02/18/2014,0.02,0.02,0.05,0.05,0.08,0.08,0.11,0.11
02/14/2014,0.01,0.01,0.02,0.02,0.07,0.07,0.11,0.11
02/13/2014,0.01,0.01,0.03,0.03,0.08,0.08,0.12,0.12
02/12/2014,0.01,0.01,0.05,0.05,0.09,0.09,0.12,0.12
02/11/2014,0.05,0.05,0.05,0.05,0.10,0.10,0.12,0.12
02/10/2014,0.07,0.07,0.07,0.07,0.10,0.10,0.12,0.12
02/07/2014,0.10,0.10,0.08,0.08,0.09,0.09,0.12,0.12
02/06/2014,0.07,0.07,0.07,0.07,0.08,0.08,0.13,0.13
02/05/2014,0.13,0.13,0.07,0.07,0.07,0.07,0.12,0.12
02/04/2014,0.12,0.12,0.06,0.06,0.07,0.07,0.12,0.12
02/03/2014,0.04,0.04,0.05,0.05,0.07,0.07,0.10,0.10
01/31/2014,0.03,0.03,0.02,0.02,0.06,0.06,0.09,0.09
01/30/2014,0.04,0.04,0.02,0.02,0.06,0.06,0.09,0.09
01/29/2014,0.04,0.04,0.04,0.04,0.07,0.07,0.10,0.10
01/28/2014,0.05,0.05,0.05,0.05,0.07,0.07,0.10,0.10
01/27/2014,0.04,0.04,0.05,0.05,0.07,0.07,0.10,0.10
01/24/2014,0.04,0.04,0.04,0.04,0.06,0.06,0.10,0.10
01/23/2014,0.01,0.01,0.04,0.04,0.05,0.05,0.10,0.10
01/22/2014,0.00,0.00,0.04,0.04,0.07,0.07,0.10,0.10
01/21/2014,0.01,0.01,0.04,0.04,0.07,0.07,0.11,0.11
01/17/2014,0.01,0.01,0.05,0.05,0.07,0.07,0.11,0.11
01/16/2014,0.01,0.01,0.04,0.04,0.07,0.07,0.11,0.11
01/15/2014,0.01,0.01,0.04,0.04,0.06,0.06,0.12,0.12
01/14/2014,0.00,0.00,0.04,0.04,0.06,0.06,0.11,0.11
01/13/2014,0.00,0.00,0.03,0.03,0.06,0.06,0.11,0.11
01/10/2014,0.01,0.01,0.05,0.05,0.06,0.06,0.12,0.12
01/09/2014,0.01,0.01,0.04,0.04,0.06,0.06,0.13,0.13
01/08/2014,0.00,0.00,0.05,0.05,0.08,0.08,0.13,0.13
01/07/2014,0.01,0.01,0.04,0.04,0.08,0.08,0.13,0.13
01/06/2014,0.01,0.01,0.05,0.05,0.08,0.08,0.11,0.11
01/03/2014,0.01,0.01,0.07,0.07,0.10,0.10,0.12,0.12
01/02/2014,0.01,0.01,0.07,0.07,0.09,0.09,0.12,0.12
